4046,8
4047,10
4048,8
4049,8
4050,8
4051,8
4052,8
4053,8
4054,3
4055,10
4056,8
4057,10
4058,10
4059,8
4060,7
4061,8
4062,8
4063,10
4064,3
4065,3
4066,8
4067,8
4068,10
4069,10
4070,10
4071,10
4072,8
4073,3
4074,10
4075,8
4076,10
4077,7
4078,10
4079,8
4080,8
4081,8
4082,8
4083,10
4084,9
4085,10
4086,8
4087,2
4088,7
4089,2
4090,10
4091,7
4092,10
4093,10
4094,3
4095,8
4096,10
4097,8
4098,8
4099,8
4100,8
4101,10
4102,8
4103,8
4104,10
4105,10
4106,10
4107,8
4108,10
4109,3
4110,10
4111,10
4112,10
4113,7
4114,9
4115,8
4116,8
4117,3
4118,8
4119,10
4120,10
4121,8
4122,8
4123,8
4124,10
4125,10
4126,10
4127,10
4128,10
4129,10
4130,10
4131,8
4132,3
4133,10
4134,8
4135,8
4136,8
4137,8
4138,7
4139,8
4140,3
4141,8
4142,10
4143,1
4144,8
4145,8
4146,8
4147,8
4148,10
4149,10
4150,10
4151,10
4152,2
4153,8
4154,10
4155,10
4156,10
4157,8
4158,7
4159,3
4160,10
4161,5
4162,10
4163,3
4164,8
4165,8
4166,8
4167,10
4168,10
4169,7
4170,10
4171,8
4172,10
4173,10
4174,10
4175,3
4176,3
4177,10
4178,8
4179,10
4180,8
4181,10
4182,10
4183,10
4184,3
4185,8
4186,8
4187,10
4188,3
4189,8
4190,3
4191,3
4192,8
4193,10
4194,10
4195,3
4196,10
4197,10
4198,10
4199,10
4200,8
4201,8
4202,10
4203,8
4204,7
4205,8
4206,10
4207,10
4208,8
4209,10
4210,8
4211,10
4212,10
4213,10
4214,10
4215,8
4216,3
4217,8
4218,8
4219,10
4220,10
4221,9
4222,8
4223,8
4224,8
4225,10
4226,8
4227,8
4228,10
4229,8
4230,6
4231,8
4232,1
4233,10
4234,10
4235,10
4236,10
4237,5
4238,8
4239,10
4240,10
4241,10
4242,10
4243,10
4244,8
4245,8
4246,10
4247,3
4248,8
4249,10
4250,8
4251,8
4252,10
4253,3
4254,8
4255,10
4256,8
4257,8
4258,7
4259,8
4260,8
4261,8
4262,8
4263,1
4264,8
4265,8
4266,10
4267,8
4268,8
4269,8
4270,8
4271,10
4272,8
4273,8
4274,10
4275,10
4276,10
4277,7
4278,8
4279,2
4280,10
4281,8
4282,10
4283,7
4284,3
4285,8
4286,10
4287,8
4288,10
4289,8
4290,8
4291,10
4292,8
4293,8
4294,10
4295,8
4296,8
4297,10
4298,9
4299,8
4300,10
4301,8
4302,8
4303,8
4304,8
4305,3
4306,10
4307,10
4308,10
4309,8
4310,10
4311,8
4312,8
4313,8
4314,8
4315,8
4316,10
4317,10
4318,8
4319,10
4320,3
4321,8
4322,10
4323,10
4324,8
4325,8
4326,8
4327,8
4328,8
4329,10
4330,8
4331,1
4332,8
4333,10
4334,10
4335,8
4336,10
4337,8
4338,8
4339,7
4340,8
4341,8
4342,10
4343,3
4344,8
4345,8
4346,8
4347,3
4348,8
4349,10
4350,5
4351,10
4352,8
4353,8
4354,7
4355,3
4356,6
4357,10
4358,10
4359,10
4360,8
4361,8
4362,10
4363,10
4364,10
4365,8
4366,7
4367,10
4368,8
4369,10
4370,10
4371,8
4372,8
