4046,8
4047,10
4048,8
4049,8
4050,8
4051,10
4052,8
4053,8
4054,8
4055,10
4056,8
4057,10
4058,10
4059,8
4060,8
4061,8
4062,8
4063,10
4064,3
4065,8
4066,10
4067,10
4068,10
4069,10
4070,10
4071,10
4072,8
4073,8
4074,10
4075,8
4076,10
4077,8
4078,10
4079,8
4080,7
4081,8
4082,7
4083,10
4084,8
4085,10
4086,8
4087,8
4088,8
4089,10
4090,10
4091,8
4092,10
4093,8
4094,10
4095,8
4096,10
4097,8
4098,3
4099,8
4100,10
4101,10
4102,8
4103,8
4104,10
4105,8
4106,10
4107,8
4108,8
4109,3
4110,10
4111,10
4112,10
4113,8
4114,8
4115,8
4116,8
4117,3
4118,10
4119,8
4120,10
4121,8
4122,8
4123,8
4124,8
4125,10
4126,10
4127,10
4128,0
4129,10
4130,8
4131,8
4132,3
4133,10
4134,10
4135,8
4136,8
4137,8
4138,8
4139,2
4140,8
4141,10
4142,10
4143,1
4144,10
4145,8
4146,8
4147,10
4148,8
4149,8
4150,10
4151,7
4152,8
4153,8
4154,10
4155,8
4156,10
4157,8
4158,7
4159,3
4160,10
4161,10
4162,10
4163,3
4164,8
4165,8
4166,8
4167,10
4168,10
4169,8
4170,10
4171,10
4172,10
4173,10
4174,10
4175,8
4176,3
4177,10
4178,8
4179,8
4180,8
4181,10
4182,5
4183,10
4184,3
4185,8
4186,8
4187,10
4188,3
4189,8
4190,3
4191,3
4192,10
4193,0
4194,8
4195,3
4196,8
4197,10
4198,10
4199,10
4200,8
4201,8
4202,10
4203,7
4204,8
4205,8
4206,10
4207,10
4208,8
4209,10
4210,8
4211,1
4212,8
4213,10
4214,10
4215,8
4216,3
4217,8
4218,8
4219,10
4220,8
4221,0
4222,8
4223,10
4224,8
4225,10
4226,10
4227,8
4228,8
4229,3
4230,6
4231,10
4232,10
4233,10
4234,10
4235,8
4236,10
4237,8
4238,10
4239,10
4240,8
4241,10
4242,10
4243,10
4244,8
4245,8
4246,10
4247,3
4248,2
4249,10
4250,0
4251,10
4252,10
4253,3
4254,8
4255,10
4256,8
4257,10
4258,10
4259,8
4260,8
4261,8
4262,8
4263,6
4264,10
4265,8
4266,10
4267,8
4268,8
4269,8
4270,8
4271,10
4272,8
4273,10
4274,5
4275,10
4276,10
4277,8
4278,10
4279,3
4280,10
4281,8
4282,10
4283,10
4284,3
4285,8
4286,10
4287,8
4288,8
4289,8
4290,8
4291,8
4292,8
4293,8
4294,10
4295,8
4296,8
4297,8
4298,10
4299,8
4300,10
4301,8
4302,7
4303,10
4304,8
4305,8
4306,8
4307,10
4308,8
4309,8
4310,10
4311,7
4312,7
4313,10
4314,10
4315,10
4316,8
4317,10
4318,8
4319,10
4320,10
4321,8
4322,10
4323,8
4324,8
4325,8
4326,8
4327,8
4328,8
4329,10
4330,8
4331,10
4332,8
4333,7
4334,8
4335,8
4336,10
4337,7
4338,8
4339,8
4340,8
4341,8
4342,10
4343,5
4344,7
4345,8
4346,8
4347,3
4348,8
4349,10
4350,8
4351,8
4352,8
4353,10
4354,10
4355,3
4356,8
4357,10
4358,10
4359,10
4360,8
4361,5
4362,8
4363,10
4364,10
4365,10
4366,8
4367,8
4368,8
4369,10
4370,10
4371,8
4372,10
